as_of_date,store_id,city,state,region,product_id,product_name,category,sub_category,on_hand_qty,reorder_point,avg_daily_sales,days_of_supply,is_stockout_risk
2017-12-30,UnitedStates-East-Rochester-NewYork,Rochester,New York,East,OFF-BI-10003291,Wilson Jones Leather-Like Binders with DublLock Round Rings,Office Supplies,Binders,2,2,0.0111,180.00,t
2017-12-30,UnitedStates-East-Rochester-NewYork,Rochester,New York,East,OFF-PA-10002479,Xerox 4200 Series MultiUse Premium Copy Paper (20Lb. and 84 Bright),Office Supplies,Paper,4,2,0.0556,72.00,f
2017-12-30,UnitedStates-East-Rochester-NewYork,Rochester,New York,East,OFF-PA-10002787,Xerox 227,Office Supplies,Paper,3,2,0.0111,270.00,f
2017-12-30,UnitedStates-East-Rochester-NewYork,Rochester,New York,East,OFF-PA-10003739,Xerox 1969,Office Supplies,Paper,6,2,0.0222,270.00,f
2017-12-30,UnitedStates-East-Rochester-NewYork,Rochester,New York,East,OFF-ST-10002214,X-Rack File for Hanging Folders,Office Supplies,Storage,7,2,0.0222,315.00,f
2017-12-30,UnitedStates-East-Rochester-NewYork,Rochester,New York,East,TEC-PH-10001552,I Need's 3d Hello Kitty Hybrid Silicone Case Cover for HTC One X 4g with 3d Hello Kitty Stylus Pen Green/pink,Technology,Phones,3,2,0.0333,90.00,f
2017-12-30,UnitedStates-East-Springfield-Ohio,Springfield,Ohio,East,FUR-CH-10001973,Office Star Flex Back Scooter Chair with White Frame,Furniture,Chairs,5,2,0.0222,225.00,f
2017-12-30,UnitedStates-East-Springfield-Ohio,Springfield,Ohio,East,OFF-BI-10003196,Accohide Poly Flexible Ring Binders,Office Supplies,Binders,3,2,0.1111,27.00,f
2017-12-30,UnitedStates-East-Springfield-Ohio,Springfield,Ohio,East,OFF-PA-10004451,Xerox 222,Office Supplies,Paper,6,2,0.0222,270.00,f
2017-12-30,UnitedStates-East-Springfield-Ohio,Springfield,Ohio,East,TEC-AC-10002399,SanDisk Cruzer 32 GB USB Flash Drive,Technology,Accessories,5,2,0.0444,112.50,f
2017-12-30,UnitedStates-East-Springfield-Ohio,Springfield,Ohio,East,TEC-MA-10002210,Epson TM-T88V Direct Thermal Printer - Monochrome - Desktop,Technology,Machines,6,2,0.0778,77.14,f
2017-12-30,UnitedStates-East-Toledo-Ohio,Toledo,Ohio,East,OFF-AP-10003779,Kensington 7 Outlet MasterPiece Power Center with Fax/Phone Line Protection,Office Supplies,Appliances,6,2,0.0444,135.00,f
2017-12-30,UnitedStates-East-Toledo-Ohio,Toledo,Ohio,East,OFF-BI-10000848,Angle-D Ring Binders,Office Supplies,Binders,1,2,0.0111,90.00,t
2017-12-30,UnitedStates-East-Toledo-Ohio,Toledo,Ohio,East,TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,Technology,Accessories,5,2,0.0222,225.00,f
2017-12-30,UnitedStates-East-Toledo-Ohio,Toledo,Ohio,East,TEC-PH-10003072,Panasonic KX-TG9541B DECT 6.0 Digital 2-Line Expandable Cordless Phone With Digital Answering System,Technology,Phones,6,2,0.0778,77.14,f
2017-12-30,UnitedStates-East-Utica-NewYork,Utica,New York,East,TEC-PH-10002583,iOttie HLCRIO102 Car Mount,Technology,Phones,4,2,0.0667,60.00,f
2017-12-30,UnitedStates-East-Warwick-RhodeIsland,Warwick,Rhode Island,East,OFF-PA-10002552,Xerox 1958,Office Supplies,Paper,2,2,0.0222,90.00,t
2017-12-30,UnitedStates-East-Warwick-RhodeIsland,Warwick,Rhode Island,East,OFF-ST-10000798,2300 Heavy-Duty Transfer File Systems by Perma,Office Supplies,Storage,4,2,0.0222,180.00,f
2017-12-30,UnitedStates-East-Watertown-NewYork,Watertown,New York,East,OFF-ST-10003996,"Letter/Legal File Tote with Clear Snap-On Lid, Black Granite",Office Supplies,Storage,3,2,0.0667,45.00,f
2017-12-30,UnitedStates-East-Westfield-NewJersey,Westfield,New Jersey,East,OFF-ST-10001414,Decoflex Hanging Personal Folder File,Office Supplies,Storage,3,2,0.0333,90.00,f
2017-12-30,UnitedStates-East-Wheeling-WestVirginia,Wheeling,West Virginia,East,FUR-TA-10001932,"Chromcraft 48"" x 96"" Racetrack Double Pedestal Table",Furniture,Tables,6,2,0.0333,180.00,f
2017-12-30,UnitedStates-East-Yonkers-NewYork,Yonkers,New York,East,TEC-AC-10004114,KeyTronic 6101 Series - Keyboard - Black,Technology,Accessories,1,2,0.0444,22.50,t
2017-12-30,UnitedStates-East-Yonkers-NewYork,Yonkers,New York,East,TEC-MA-10003173,Hewlett-Packard 300S Scientific Calculator,Technology,Machines,7,2,0.0444,157.50,f
2017-12-30,UnitedStates-South-Alexandria-Virginia,Alexandria,Virginia,South,OFF-FA-10000624,OIC Binder Clips,Office Supplies,Fasteners,4,2,0.0778,51.43,f
2017-12-30,UnitedStates-South-Arlington-Virginia,Arlington,Virginia,South,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,Office Supplies,Storage,8,2,0.0333,240.00,f
2017-12-30,UnitedStates-South-Asheville-NorthCarolina,Asheville,North Carolina,South,OFF-AP-10001205,Belkin 5 Outlet SurgeMaster Power Centers,Office Supplies,Appliances,5,2,0.0111,450.00,f
2017-12-30,UnitedStates-South-Asheville-NorthCarolina,Asheville,North Carolina,South,OFF-AR-10000422,Pencil and Crayon Sharpener,Office Supplies,Art,2,2,0.0556,36.00,t
2017-12-30,UnitedStates-South-Asheville-NorthCarolina,Asheville,North Carolina,South,OFF-BI-10004465,Avery Durable Slant Ring Binders,Office Supplies,Binders,7,2,0.0889,78.75,f
2017-12-30,UnitedStates-South-Athens-Georgia,Athens,Georgia,South,TEC-AC-10001539,Logitech G430 Surround Sound Gaming Headset with Dolby 7.1 Technology,Technology,Accessories,0,2,0.0111,0.00,t
2017-12-30,UnitedStates-South-Athens-Georgia,Athens,Georgia,South,TEC-PH-10004006,Panasonic KX - TS880B Telephone,Technology,Phones,2,2,0.0556,36.00,t
2017-12-30,UnitedStates-South-Atlanta-Georgia,Atlanta,Georgia,South,OFF-AR-10003504,Newell 347,Office Supplies,Art,8,2,0.0333,240.00,f
2017-12-30,UnitedStates-South-Atlanta-Georgia,Atlanta,Georgia,South,OFF-LA-10004484,Avery 476,Office Supplies,Labels,7,2,0.0333,210.00,f
2017-12-30,UnitedStates-South-Atlanta-Georgia,Atlanta,Georgia,South,OFF-PA-10003724,"Wirebound Message Book, 4 per Page",Office Supplies,Paper,3,2,0.1000,30.00,f
2017-12-30,UnitedStates-South-BowlingGreen-Kentucky,Bowling Green,Kentucky,South,TEC-AC-10003116,Memorex Froggy Flash Drive 8 GB,Technology,Accessories,4,2,0.0444,90.00,f
2017-12-30,UnitedStates-South-Burlington-NorthCarolina,Burlington,North Carolina,South,FUR-TA-10001889,Bush Advantage Collection Racetrack Conference Table,Furniture,Tables,2,2,0.0778,25.71,t
2017-12-30,UnitedStates-South-Burlington-NorthCarolina,Burlington,North Carolina,South,OFF-AP-10002457,"Eureka The Boss Plus 12-Amp Hard Box Upright Vacuum, Red",Office Supplies,Appliances,4,2,0.0222,180.00,f
2017-12-30,UnitedStates-South-Burlington-NorthCarolina,Burlington,North Carolina,South,OFF-AR-10000203,Newell 336,Office Supplies,Art,5,2,0.0778,64.29,f
2017-12-30,UnitedStates-South-Burlington-NorthCarolina,Burlington,North Carolina,South,OFF-AR-10004790,Staples in misc. colors,Office Supplies,Art,3,2,0.0333,90.00,f
2017-12-30,UnitedStates-South-Burlington-NorthCarolina,Burlington,North Carolina,South,OFF-BI-10004995,GBC DocuBind P400 Electric Binding System,Office Supplies,Binders,6,2,0.0444,135.00,f
2017-12-30,UnitedStates-South-Burlington-NorthCarolina,Burlington,North Carolina,South,TEC-AC-10002001,Logitech Wireless Gaming Headset G930,Technology,Accessories,1,2,0.0333,30.00,t
2017-12-30,UnitedStates-South-Burlington-NorthCarolina,Burlington,North Carolina,South,TEC-MA-10004125,Cubify CubeX 3D Printer Triple Head Print,Technology,Machines,8,2,0.0444,180.00,f
2017-12-30,UnitedStates-South-Charlotte-NorthCarolina,Charlotte,North Carolina,South,FUR-TA-10001039,KI Adjustable-Height Table,Furniture,Tables,5,2,0.0333,150.00,f
2017-12-30,UnitedStates-South-Charlotte-NorthCarolina,Charlotte,North Carolina,South,OFF-AR-10000390,Newell Chalk Holder,Office Supplies,Art,6,2,0.0111,540.00,f
2017-12-30,UnitedStates-South-Charlotte-NorthCarolina,Charlotte,North Carolina,South,OFF-AR-10001315,Newell 310,Office Supplies,Art,4,2,0.1000,40.00,f
2017-12-30,UnitedStates-South-Charlotte-NorthCarolina,Charlotte,North Carolina,South,OFF-BI-10002854,"Performers Binder/Pad Holder, Black",Office Supplies,Binders,7,2,0.0667,105.00,f
2017-12-30,UnitedStates-South-Charlotte-NorthCarolina,Charlotte,North Carolina,South,OFF-FA-10003112,Staples,Office Supplies,Fasteners,7,2,0.0333,210.00,f
2017-12-30,UnitedStates-South-Charlotte-NorthCarolina,Charlotte,North Carolina,South,OFF-PA-10002558,Xerox 1938,Office Supplies,Paper,4,2,0.0778,51.43,f
2017-12-30,UnitedStates-South-Charlotte-NorthCarolina,Charlotte,North Carolina,South,OFF-ST-10003208,Adjustable Depth Letter/Legal Cart,Office Supplies,Storage,8,2,0.0444,180.00,f
2017-12-30,UnitedStates-South-Charlotte-NorthCarolina,Charlotte,North Carolina,South,TEC-AC-10003174,Plantronics S12 Corded Telephone Headset System,Technology,Accessories,4,2,0.0556,72.00,f
2017-12-30,UnitedStates-South-Charlotte-NorthCarolina,Charlotte,North Carolina,South,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Accessories,7,2,0.0889,78.75,f
2017-12-30,UnitedStates-South-Charlotte-NorthCarolina,Charlotte,North Carolina,South,TEC-PH-10002844,Speck Products Candyshell Flip Case,Technology,Phones,3,2,0.0111,270.00,f
2017-12-30,UnitedStates-South-Charlotte-NorthCarolina,Charlotte,North Carolina,South,TEC-PH-10004447,Toshiba IPT2010-SD IP Telephone,Technology,Phones,7,2,0.0222,315.00,f
2017-12-30,UnitedStates-South-Charlottesville-Virginia,Charlottesville,Virginia,South,OFF-AR-10001446,Newell 309,Office Supplies,Art,2,2,0.0333,60.00,t
2017-12-30,UnitedStates-South-Chattanooga-Tennessee,Chattanooga,Tennessee,South,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs,3,2,0.0222,135.00,f
2017-12-30,UnitedStates-South-Chattanooga-Tennessee,Chattanooga,Tennessee,South,FUR-FU-10004017,"Tenex Contemporary Contur Chairmats for Low and Medium Pile Carpet, Computer, 39"" x 49""",Furniture,Furnishings,3,2,0.0556,54.00,f
2017-12-30,UnitedStates-South-Chattanooga-Tennessee,Chattanooga,Tennessee,South,OFF-BI-10004364,Storex Dura Pro Binders,Office Supplies,Binders,2,2,0.0222,90.00,t
2017-12-30,UnitedStates-South-Chattanooga-Tennessee,Chattanooga,Tennessee,South,OFF-LA-10002195,Avery 481,Office Supplies,Labels,2,2,0.0222,90.00,t
2017-12-30,UnitedStates-South-Chattanooga-Tennessee,Chattanooga,Tennessee,South,TEC-AC-10000303,Logitech M510 Wireless Mouse,Technology,Accessories,4,2,0.0333,120.00,f
2017-12-30,UnitedStates-South-Chattanooga-Tennessee,Chattanooga,Tennessee,South,TEC-PH-10000127,iOttie XL Car Mount,Technology,Phones,5,2,0.1000,50.00,f
2017-12-30,UnitedStates-South-Chesapeake-Virginia,Chesapeake,Virginia,South,FUR-CH-10003846,Hon Valutask Swivel Chairs,Furniture,Chairs,7,2,0.0556,126.00,f
2017-12-30,UnitedStates-South-Columbia-SouthCarolina,Columbia,South Carolina,South,OFF-BI-10002003,Ibico Presentation Index for Binding Systems,Office Supplies,Binders,5,2,0.0667,75.00,f
2017-12-30,UnitedStates-South-Columbia-Tennessee,Columbia,Tennessee,South,FUR-TA-10001950,Balt Solid Wood Round Tables,Furniture,Tables,9,2,0.0778,115.71,f
2017-12-30,UnitedStates-South-Columbia-Tennessee,Columbia,Tennessee,South,OFF-PA-10001560,"Adams Telephone Message Books, 5 1/4” x 11”",Office Supplies,Paper,5,2,0.0222,225.00,f
2017-12-30,UnitedStates-South-Columbia-Tennessee,Columbia,Tennessee,South,TEC-AC-10003499,Memorex Mini Travel Drive 8 GB USB 2.0 Flash Drive,Technology,Accessories,2,2,0.0222,90.00,t
2017-12-30,UnitedStates-South-Decatur-Alabama,Decatur,Alabama,South,TEC-AC-10000927,Anker Ultrathin Bluetooth Wireless Keyboard Aluminum Cover with Stand ,Technology,Accessories,2,2,0.0889,22.50,t
2017-12-30,UnitedStates-South-Deltona-Florida,Deltona,Florida,South,OFF-AR-10004956,Newell 33,Office Supplies,Art,4,2,0.0444,90.00,f
2017-12-30,UnitedStates-South-Durham-NorthCarolina,Durham,North Carolina,South,OFF-PA-10001667,Great White Multi-Use Recycled Paper (20Lb. and 84 Bright),Office Supplies,Paper,4,2,0.0333,120.00,f
2017-12-30,UnitedStates-South-Durham-NorthCarolina,Durham,North Carolina,South,TEC-PH-10004071,PayAnywhere Card Reader,Technology,Phones,1,2,0.0222,45.00,t
2017-12-30,UnitedStates-South-Fayetteville-Arkansas,Fayetteville,Arkansas,South,TEC-AC-10003038,Kingston Digital DataTraveler 16GB USB 2.0,Technology,Accessories,8,2,0.0556,144.00,f
2017-12-30,UnitedStates-South-Fayetteville-Arkansas,Fayetteville,Arkansas,South,TEC-AC-10004469,Microsoft Sculpt Comfort Mouse,Technology,Accessories,5,2,0.0444,112.50,f
2017-12-30,UnitedStates-South-Fayetteville-NorthCarolina,Fayetteville,North Carolina,South,FUR-FU-10001876,"Computer Room Manger, 14""",Furniture,Furnishings,5,2,0.0333,150.00,f
2017-12-30,UnitedStates-South-Fayetteville-NorthCarolina,Fayetteville,North Carolina,South,FUR-FU-10004671,"Executive Impressions 12"" Wall Clock",Furniture,Furnishings,0,2,0.0222,0.00,t
2017-12-30,UnitedStates-South-Fayetteville-NorthCarolina,Fayetteville,North Carolina,South,OFF-AP-10002118,"1.7 Cubic Foot Compact ""Cube"" Office Refrigerators",Office Supplies,Appliances,7,2,0.0333,210.00,f
2017-12-30,UnitedStates-South-Fayetteville-NorthCarolina,Fayetteville,North Carolina,South,OFF-AP-10002350,Belkin F9H710-06 7 Outlet SurgeMaster Surge Protector,Office Supplies,Appliances,2,2,0.0333,60.00,t
2017-12-30,UnitedStates-South-Fayetteville-NorthCarolina,Fayetteville,North Carolina,South,OFF-BI-10002827,Avery Durable Poly Binders,Office Supplies,Binders,7,2,0.0889,78.75,f
2017-12-30,UnitedStates-South-Fayetteville-NorthCarolina,Fayetteville,North Carolina,South,OFF-BI-10004233,"GBC Pre-Punched Binding Paper, Plastic, White, 8-1/2"" x 11""",Office Supplies,Binders,4,2,0.0667,60.00,f
2017-12-30,UnitedStates-South-Fayetteville-NorthCarolina,Fayetteville,North Carolina,South,OFF-PA-10000300,Xerox 1936,Office Supplies,Paper,7,2,0.0333,210.00,f
2017-12-30,UnitedStates-South-Fayetteville-NorthCarolina,Fayetteville,North Carolina,South,OFF-PA-10001800,Xerox 220,Office Supplies,Paper,3,2,0.0667,45.00,f
2017-12-30,UnitedStates-South-Fayetteville-NorthCarolina,Fayetteville,North Carolina,South,OFF-PA-10001892,"Rediform Wirebound ""Phone Memo"" Message Book, 11 x 5-3/4",Office Supplies,Paper,2,2,0.0444,45.00,t
2017-12-30,UnitedStates-South-Fayetteville-NorthCarolina,Fayetteville,North Carolina,South,OFF-ST-10000736,Carina Double Wide Media Storage Towers in Natural & Black,Office Supplies,Storage,4,2,0.0444,90.00,f
2017-12-30,UnitedStates-South-Fayetteville-NorthCarolina,Fayetteville,North Carolina,South,OFF-ST-10001522,"Gould Plastics 18-Pocket Panel Bin, 34w x 5-1/4d x 20-1/2h",Office Supplies,Storage,3,2,0.0222,135.00,f
2017-12-30,UnitedStates-South-FortLauderdale-Florida,Fort Lauderdale,Florida,South,FUR-BO-10003965,O'Sullivan Manor Hill 2-Door Library in Brianna Oak,Furniture,Bookcases,3,2,0.0556,54.00,f
2017-12-30,UnitedStates-South-FortLauderdale-Florida,Fort Lauderdale,Florida,South,FUR-FU-10001940,Staple-based wall hangings,Furniture,Furnishings,2,2,0.0333,60.00,t
2017-12-30,UnitedStates-South-FortLauderdale-Florida,Fort Lauderdale,Florida,South,OFF-AP-10002651,Hoover Upright Vacuum With Dirt Cup,Office Supplies,Appliances,3,2,0.0556,54.00,f
2017-12-30,UnitedStates-South-Greensboro-NorthCarolina,Greensboro,North Carolina,South,FUR-TA-10004575,Hon 5100 Series Wood Tables,Furniture,Tables,4,2,0.0333,120.00,f
2017-12-30,UnitedStates-South-Greensboro-NorthCarolina,Greensboro,North Carolina,South,OFF-AR-10003903,Sanford 52201 APSCO Electric Pencil Sharpener,Office Supplies,Art,2,2,0.0111,180.00,t
2017-12-30,UnitedStates-South-Greensboro-NorthCarolina,Greensboro,North Carolina,South,TEC-PH-10002483,Motorola Moto X,Technology,Phones,4,2,0.0556,72.00,f
2017-12-30,UnitedStates-South-Hattiesburg-Mississippi,Hattiesburg,Mississippi,South,OFF-AP-10004540,"Eureka The Boss Lite 10-Amp Upright Vacuum, Blue",Office Supplies,Appliances,5,2,0.0444,112.50,f
2017-12-30,UnitedStates-South-Hattiesburg-Mississippi,Hattiesburg,Mississippi,South,TEC-AC-10001266,Memorex Micro Travel Drive 8 GB,Technology,Accessories,2,2,0.0444,45.00,t
2017-12-30,UnitedStates-South-Henderson-Kentucky,Henderson,Kentucky,South,FUR-CH-10000454,"Hon Deluxe Fabric Upholstered Stacking Chairs, Rounded Back",Furniture,Chairs,7,2,0.0444,157.50,f
2017-12-30,UnitedStates-South-Henderson-Kentucky,Henderson,Kentucky,South,FUR-FU-10000629,9-3/4 Diameter Round Wall Clock,Furniture,Furnishings,7,2,0.0222,315.00,f
2017-12-30,UnitedStates-South-Henderson-Kentucky,Henderson,Kentucky,South,FUR-FU-10004665,"3M Polarizing Task Lamp with Clamp Arm, Light Gray",Furniture,Furnishings,3,2,0.0667,45.00,f
2017-12-30,UnitedStates-South-Henderson-Kentucky,Henderson,Kentucky,South,OFF-BI-10000088,GBC Imprintable Covers,Office Supplies,Binders,2,2,0.0222,90.00,t
2017-12-30,UnitedStates-South-Henderson-Kentucky,Henderson,Kentucky,South,OFF-EN-10004846,Letter or Legal Size Expandable Poly String Tie Envelopes,Office Supplies,Envelopes,1,2,0.0222,45.00,t
2017-12-30,UnitedStates-South-Henderson-Kentucky,Henderson,Kentucky,South,OFF-ST-10001580,Super Decoflex Portable Personal File,Office Supplies,Storage,4,2,0.0444,90.00,f
2017-12-30,UnitedStates-South-Henderson-Kentucky,Henderson,Kentucky,South,TEC-AC-10004145,Logitech diNovo Edge Keyboard,Technology,Accessories,6,2,0.1000,60.00,f
2017-12-30,UnitedStates-South-Hendersonville-Tennessee,Hendersonville,Tennessee,South,FUR-FU-10000087,"Executive Impressions 14"" Two-Color Numerals Wall Clock",Furniture,Furnishings,2,2,0.0444,45.00,t
2017-12-30,UnitedStates-South-Hendersonville-Tennessee,Hendersonville,Tennessee,South,OFF-AR-10000422,Pencil and Crayon Sharpener,Office Supplies,Art,1,2,0.0778,12.86,t
2017-12-30,UnitedStates-South-Hendersonville-Tennessee,Hendersonville,Tennessee,South,OFF-ST-10004123,Safco Industrial Wire Shelving System,Office Supplies,Storage,4,2,0.0333,120.00,f
2017-12-30,UnitedStates-South-Hialeah-Florida,Hialeah,Florida,South,FUR-FU-10004963,"Eldon 400 Class Desk Accessories, Black Carbon",Furniture,Furnishings,5,2,0.0333,150.00,f
2017-12-30,UnitedStates-South-Hialeah-Florida,Hialeah,Florida,South,OFF-AP-10000804,Hoover Portapower Portable Vacuum,Office Supplies,Appliances,3,2,0.0556,54.00,f
2017-12-30,UnitedStates-South-Hialeah-Florida,Hialeah,Florida,South,OFF-PA-10000556,Xerox 208,Office Supplies,Paper,7,2,0.0333,210.00,f
2017-12-30,UnitedStates-South-Hialeah-Florida,Hialeah,Florida,South,TEC-MA-10004626,Lexmark 20R1285 X6650 Wireless All-in-One Printer,Technology,Machines,3,2,0.0222,135.00,f
2017-12-30,UnitedStates-South-Hollywood-Florida,Hollywood,Florida,South,OFF-BI-10004099,GBC VeloBinder Strips,Office Supplies,Binders,9,2,0.0556,162.00,f
2017-12-30,UnitedStates-South-Homestead-Florida,Homestead,Florida,South,OFF-PA-10001977,Xerox 194,Office Supplies,Paper,1,2,0.0111,90.00,t
2017-12-30,UnitedStates-South-Homestead-Florida,Homestead,Florida,South,OFF-SU-10001225,Staple remover,Office Supplies,Supplies,4,2,0.0111,360.00,f
2017-12-30,UnitedStates-South-Huntsville-Alabama,Huntsville,Alabama,South,OFF-FA-10003059,Assorted Color Push Pins,Office Supplies,Fasteners,6,2,0.0222,270.00,f
2017-12-30,UnitedStates-South-Huntsville-Alabama,Huntsville,Alabama,South,OFF-PA-10000994,Xerox 1915,Office Supplies,Paper,1,2,0.0667,15.00,t
2017-12-30,UnitedStates-South-Huntsville-Alabama,Huntsville,Alabama,South,OFF-PA-10004381,14-7/8 x 11 Blue Bar Computer Printout Paper,Office Supplies,Paper,7,2,0.0222,315.00,f
2017-12-30,UnitedStates-South-Huntsville-Alabama,Huntsville,Alabama,South,TEC-PH-10002890,AT&T 17929 Lendline Telephone,Technology,Phones,2,2,0.0222,90.00,t
2017-12-30,UnitedStates-South-Jackson-Mississippi,Jackson,Mississippi,South,OFF-BI-10003476,Avery Metallic Poly Binders,Office Supplies,Binders,7,2,0.0889,78.75,f
2017-12-30,UnitedStates-South-Jackson-Mississippi,Jackson,Mississippi,South,OFF-FA-10000735,Staples,Office Supplies,Fasteners,6,2,0.0444,135.00,f
2017-12-30,UnitedStates-South-Jackson-Mississippi,Jackson,Mississippi,South,OFF-ST-10000604,Home/Office Personal File Carts,Office Supplies,Storage,7,2,0.0556,126.00,f
2017-12-30,UnitedStates-South-Jackson-Mississippi,Jackson,Mississippi,South,TEC-AC-10001838,Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset,Technology,Accessories,1,2,0.0333,30.00,t
2017-12-30,UnitedStates-South-Jackson-Mississippi,Jackson,Mississippi,South,TEC-PH-10000148,Cyber Acoustics AC-202b Speech Recognition Stereo Headset,Technology,Phones,7,2,0.0333,210.00,f
2017-12-30,UnitedStates-South-Jackson-Tennessee,Jackson,Tennessee,South,FUR-CH-10001482,Office Star - Mesh Screen back chair with Vinyl seat,Furniture,Chairs,5,2,0.0222,225.00,f
2017-12-30,UnitedStates-South-Jackson-Tennessee,Jackson,Tennessee,South,FUR-TA-10002903,"Bevis Round Bullnose 29"" High Table Top",Furniture,Tables,9,2,0.0667,135.00,f
2017-12-30,UnitedStates-South-Jackson-Tennessee,Jackson,Tennessee,South,OFF-AP-10003266,"Holmes Replacement Filter for HEPA Air Cleaner, Large Room",Office Supplies,Appliances,5,2,0.0556,90.00,f
2017-12-30,UnitedStates-South-Jackson-Tennessee,Jackson,Tennessee,South,OFF-AR-10001419,Newell 325,Office Supplies,Art,6,2,0.0778,77.14,f
2017-12-30,UnitedStates-South-Jackson-Tennessee,Jackson,Tennessee,South,OFF-ST-10000918,Crate-A-Files,Office Supplies,Storage,4,2,0.0333,120.00,f
2017-12-30,UnitedStates-South-Jackson-Tennessee,Jackson,Tennessee,South,TEC-AC-10001013,Logitech ClearChat Comfort/USB Headset H390,Technology,Accessories,8,2,0.0222,360.00,f
2017-12-30,UnitedStates-South-Jacksonville-Florida,Jacksonville,Florida,South,FUR-CH-10000225,"Global Geo Office Task Chair, Gray",Furniture,Chairs,6,2,0.0111,540.00,f
2017-12-30,UnitedStates-South-Jacksonville-Florida,Jacksonville,Florida,South,FUR-FU-10000175,DAX Wood Document Frame.,Furniture,Furnishings,8,2,0.0444,180.00,f
2017-12-30,UnitedStates-South-Jacksonville-Florida,Jacksonville,Florida,South,FUR-TA-10004289,BoxOffice By Design Rectangular and Half-Moon Meeting Room Tables,Furniture,Tables,6,2,0.0667,90.00,f
2017-12-30,UnitedStates-South-Jacksonville-Florida,Jacksonville,Florida,South,OFF-AR-10001958,Stanley Bostitch Contemporary Electric Pencil Sharpeners,Office Supplies,Art,6,2,0.0111,540.00,f
2017-12-30,UnitedStates-South-Jacksonville-Florida,Jacksonville,Florida,South,OFF-AR-10003251,Prang Drawing Pencil Set,Office Supplies,Art,3,2,0.0222,135.00,f
2017-12-30,UnitedStates-South-Jacksonville-Florida,Jacksonville,Florida,South,OFF-PA-10000380,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",Office Supplies,Paper,3,2,0.0111,270.00,f
2017-12-30,UnitedStates-South-Jacksonville-Florida,Jacksonville,Florida,South,OFF-ST-10000617,Woodgrain Magazine Files by Perma,Office Supplies,Storage,7,2,0.0222,315.00,f
2017-12-30,UnitedStates-South-Jacksonville-Florida,Jacksonville,Florida,South,TEC-AC-10001990,Kensington Orbit Wireless Mobile Trackball for PC and Mac,Technology,Accessories,0,2,0.0111,0.00,t
2017-12-30,UnitedStates-South-Jacksonville-Florida,Jacksonville,Florida,South,TEC-AC-10002567,Logitech G602 Wireless Gaming Mouse,Technology,Accessories,5,2,0.0333,150.00,f
2017-12-30,UnitedStates-South-Jacksonville-Florida,Jacksonville,Florida,South,TEC-PH-10003555,Motorola HK250 Universal Bluetooth Headset,Technology,Phones,2,2,0.0444,45.00,t
2017-12-30,UnitedStates-South-Jacksonville-Florida,Jacksonville,Florida,South,TEC-PH-10004094,Motorola L703CM,Technology,Phones,4,2,0.0444,90.00,f
2017-12-30,UnitedStates-South-Jacksonville-Florida,Jacksonville,Florida,South,TEC-PH-10004586,Wilson SignalBoost 841262 DB PRO Amplifier Kit,Technology,Phones,3,2,0.0333,90.00,f
2017-12-30,UnitedStates-South-Jupiter-Florida,Jupiter,Florida,South,OFF-AR-10002335,DIXON Oriole Pencils,Office Supplies,Art,3,2,0.0111,270.00,f
2017-12-30,UnitedStates-South-Knoxville-Tennessee,Knoxville,Tennessee,South,FUR-FU-10002364,"Eldon Expressions Wood Desk Accessories, Oak",Furniture,Furnishings,3,2,0.0222,135.00,f
2017-12-30,UnitedStates-South-Knoxville-Tennessee,Knoxville,Tennessee,South,FUR-FU-10003691,"Eldon Image Series Desk Accessories, Ebony",Furniture,Furnishings,4,2,0.0222,180.00,f
2017-12-30,UnitedStates-South-Knoxville-Tennessee,Knoxville,Tennessee,South,FUR-FU-10004090,"Executive Impressions 14"" Contract Wall Clock",Furniture,Furnishings,4,2,0.0556,72.00,f
2017-12-30,UnitedStates-South-Knoxville-Tennessee,Knoxville,Tennessee,South,FUR-FU-10004864,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",Furniture,Furnishings,3,2,0.0111,270.00,f
2017-12-30,UnitedStates-South-Knoxville-Tennessee,Knoxville,Tennessee,South,FUR-TA-10000198,Chromcraft Bull-Nose Wood Oval Conference Tables & Bases,Furniture,Tables,5,2,0.0778,64.29,f
2017-12-30,UnitedStates-South-Knoxville-Tennessee,Knoxville,Tennessee,South,OFF-BI-10000977,Ibico Plastic Spiral Binding Combs,Office Supplies,Binders,6,2,0.0333,180.00,f
2017-12-30,UnitedStates-South-Knoxville-Tennessee,Knoxville,Tennessee,South,OFF-BI-10003984,Lock-Up Easel 'Spel-Binder',Office Supplies,Binders,5,2,0.0444,112.50,f
2017-12-30,UnitedStates-South-Knoxville-Tennessee,Knoxville,Tennessee,South,OFF-PA-10003172,Xerox 1996,Office Supplies,Paper,5,2,0.0444,112.50,f
