store_id,city,state,region,orders,sales,profit,profit_margin_pct,units
UnitedStates-West-Olympia-Washington,Olympia,Washington,West,3,1020.4480,139.6269,13.68,15
UnitedStates-West-Ontario-California,Ontario,California,West,1,283.9200,-46.1370,-16.25,5
UnitedStates-West-Orem-Utah,Orem,Utah,West,5,2994.0880,514.6335,17.19,32
UnitedStates-West-Oxnard-California,Oxnard,California,West,4,1558.1000,346.4577,22.24,31
UnitedStates-West-Parker-Colorado,Parker,Colorado,West,2,1067.9420,-164.1893,-15.37,24
UnitedStates-West-Pasadena-California,Pasadena,California,West,11,4112.6880,429.9769,10.45,97
UnitedStates-West-Pasco-Washington,Pasco,Washington,West,2,2201.1120,357.5244,16.24,27
UnitedStates-West-Peoria-Arizona,Peoria,Arizona,West,5,1341.3520,-55.1076,-4.11,57
UnitedStates-West-Phoenix-Arizona,Phoenix,Arizona,West,29,11000.2570,-2790.8832,-25.37,224
UnitedStates-West-PicoRivera-California,Pico Rivera,California,West,1,145.9000,62.7370,43.00,5
UnitedStates-West-PleasantGrove-Utah,Pleasant Grove,Utah,West,2,2138.1780,580.6549,27.16,30
UnitedStates-West-Pocatello-Idaho,Pocatello,Idaho,West,3,1344.9420,181.3559,13.48,25
UnitedStates-West-Pomona-California,Pomona,California,West,5,1482.5020,150.2990,10.14,34
UnitedStates-West-Portland-Oregon,Portland,Oregon,West,15,4051.8690,9.7573,0.24,92
UnitedStates-West-Provo-Utah,Provo,Utah,West,4,2761.2340,388.5674,14.07,38
UnitedStates-West-Pueblo-Colorado,Pueblo,Colorado,West,4,1686.9380,-900.9719,-53.41,42
UnitedStates-West-RanchoCucamonga-California,Rancho Cucamonga,California,West,4,231.8520,73.7442,31.81,14
UnitedStates-West-Redding-California,Redding,California,West,1,333.5760,25.0182,7.50,3
UnitedStates-West-Redlands-California,Redlands,California,West,4,2891.0210,454.1556,15.71,61
UnitedStates-West-Redmond-Oregon,Redmond,Oregon,West,4,1043.0270,-174.4500,-16.73,42
UnitedStates-West-Redmond-Washington,Redmond,Washington,West,2,55.2300,20.7322,37.54,10
UnitedStates-West-RedondoBeach-California,Redondo Beach,California,West,3,1959.8030,176.4289,9.00,35
UnitedStates-West-RedwoodCity-California,Redwood City,California,West,1,41.9040,14.1426,33.75,6
UnitedStates-West-Reno-Nevada,Reno,Nevada,West,3,644.0620,115.0527,17.86,17
UnitedStates-West-Renton-Washington,Renton,Washington,West,1,1242.6320,185.4324,14.92,14
UnitedStates-West-RioRancho-NewMexico,Rio Rancho,New Mexico,West,1,1114.1920,119.5878,10.73,7
UnitedStates-West-Riverside-California,Riverside,California,West,9,1944.2460,374.7296,19.27,40
UnitedStates-West-Roseville-California,Roseville,California,West,7,734.7760,316.9450,43.13,55
UnitedStates-West-Sacramento-California,Sacramento,California,West,8,7311.2780,2069.6859,28.31,36
UnitedStates-West-Salem-Oregon,Salem,Oregon,West,9,1404.6950,-262.3311,-18.68,101
UnitedStates-West-Salinas-California,Salinas,California,West,4,728.8910,270.5181,37.11,39
UnitedStates-West-SaltLakeCity-Utah,Salt Lake City,Utah,West,5,802.7760,329.2601,41.02,42
UnitedStates-West-SanBernardino-California,San Bernardino,California,West,4,979.3000,69.9820,7.15,33
UnitedStates-West-SanClemente-California,San Clemente,California,West,1,90.0580,42.5419,47.24,10
UnitedStates-West-SanDiego-California,San Diego,California,West,88,47521.0290,6377.1960,13.42,670
UnitedStates-West-SanFrancisco-California,San Francisco,California,West,265,112669.0920,17507.3854,15.54,1935
UnitedStates-West-SanGabriel-California,San Gabriel,California,West,1,2061.0100,290.8953,14.11,13
UnitedStates-West-SanJose-California,San Jose,California,West,20,6071.2290,1216.0579,20.03,159
UnitedStates-West-SanLuisObispo-California,San Luis Obispo,California,West,1,3.6200,1.1946,33.00,2
UnitedStates-West-SanMateo-California,San Mateo,California,West,1,75.1800,35.3346,47.00,6
UnitedStates-West-SantaAna-California,Santa Ana,California,West,8,3366.3100,836.7465,24.86,55
UnitedStates-West-SantaBarbara-California,Santa Barbara,California,West,5,4289.2340,457.2858,10.66,30
UnitedStates-West-SantaClara-California,Santa Clara,California,West,3,222.1920,76.0016,34.21,23
UnitedStates-West-SantaFe-NewMexico,Santa Fe,New Mexico,West,2,100.9200,20.6880,20.50,14
UnitedStates-West-SantaMaria-California,Santa Maria,California,West,1,115.4400,30.0144,26.00,3
UnitedStates-West-Scottsdale-Arizona,Scottsdale,Arizona,West,7,1466.3070,-89.4879,-6.10,55
UnitedStates-West-Seattle-Washington,Seattle,Washington,West,212,119540.7420,29156.0967,24.39,1590
UnitedStates-West-SierraVista-Arizona,Sierra Vista,Arizona,West,2,76.0720,16.8281,22.12,9
UnitedStates-West-Sparks-Nevada,Sparks,Nevada,West,3,2561.9600,228.5360,8.92,19
UnitedStates-West-Spokane-Washington,Spokane,Washington,West,5,2027.9180,172.2261,8.49,36
UnitedStates-West-Springfield-Oregon,Springfield,Oregon,West,15,5761.2650,-853.3086,-14.81,163
UnitedStates-West-Stockton-California,Stockton,California,West,5,1227.6000,339.5264,27.66,34
UnitedStates-West-Sunnyvale-California,Sunnyvale,California,West,2,636.2100,107.5073,16.90,23
UnitedStates-West-Temecula-California,Temecula,California,West,1,808.6660,101.8869,12.60,14
UnitedStates-West-Tempe-Arizona,Tempe,Arizona,West,6,1070.3020,95.4496,8.92,41
UnitedStates-West-Thornton-Colorado,Thornton,Colorado,West,3,765.2480,140.8398,18.40,47
UnitedStates-West-ThousandOaks-California,Thousand Oaks,California,West,4,238.8040,99.9140,41.84,20
UnitedStates-West-Tigard-Oregon,Tigard,Oregon,West,3,1393.7820,-216.2861,-15.52,26
UnitedStates-West-Torrance-California,Torrance,California,West,2,3132.2680,545.1510,17.40,16
UnitedStates-West-Tucson-Arizona,Tucson,Arizona,West,13,6313.0160,-64.9668,-1.03,145
UnitedStates-West-TwinFalls-Idaho,Twin Falls,Idaho,West,1,1148.8060,266.1649,23.17,7
UnitedStates-West-Vacaville-California,Vacaville,California,West,1,423.2800,110.0528,26.00,11
UnitedStates-West-Vallejo-California,Vallejo,California,West,3,1221.4100,336.0355,27.51,22
UnitedStates-West-Vancouver-Washington,Vancouver,Washington,West,3,686.8360,75.4546,10.99,15
UnitedStates-West-Visalia-California,Visalia,California,West,2,318.7800,88.0478,27.62,20
UnitedStates-West-WestJordan-Utah,West Jordan,Utah,West,2,311.8500,102.6723,32.92,16
UnitedStates-West-Westminster-California,Westminster,California,West,4,3826.6460,763.6886,19.96,50
UnitedStates-West-Whittier-California,Whittier,California,West,1,444.7680,44.4768,10.00,4
UnitedStates-West-Woodland-California,Woodland,California,West,2,264.6620,33.3848,12.61,7
UnitedStates-West-Yucaipa-California,Yucaipa,California,West,1,50.8000,13.2080,26.00,5
UnitedStates-West-Yuma-Arizona,Yuma,Arizona,West,4,840.8650,-465.9909,-55.42,22
